post_id,post_text,content,index,timeofposting,rideordrive,dateofride,weekdayofride,price,location,destination
,,#drive07032024 from Oakland to Sacramento $15-25 leaving 12PM,187,,0,2024-07-03,Wednesday,20,Oakland,Sacramento
,,#ride08202024 #ride08212024 from Davis to Palo Alto | 6PM | | 1 seat,188,,1,2024-08-20,Tuesday,0,Davis,Palo
,,#ride06022025 Fremont ➜ Berkeley | 1PM | $20 | 1 seat,189,,1,2025-06-02,Monday,0,#ride06022025 Fremont,Berkeley
,,"#drive03272024 San Jose to Palo Alto $30 leaving 9:30 AM
comment below",190,,0,2024-03-27,Wednesday,30,#drive03272024 San Jose,Palo
,,#drive01052024 Sunnyvale to Oakland  leaving 12PM,191,,0,2024-01-05,Friday,0,#drive01052024 Sunnyvale,Oakland
,,#drive01072024 Need a drive from Sunnyvale to Fremont. Budget $40,192,,0,2024-01-07,Sunday,40,Sunnyvale,Fremont
,,"#ride05022025 Palo Alto-Davis | 1:00 PM | $25 | 1 seat
pm me",193,,1,2025-05-02,Friday,0,#ride05022025 Palo Alto,Davis
,,#drive03202025  from  Oakland  to  Sunnyvale  |  6:00  AM  |  $12  |  1  seat,194,,0,2025-03-20,Thursday,12,Oakland,Sunnyvale
,,#ride08282024 #ride09042024 Fremont -> Sunnyvale $22 leaving 7:45 PM 🚗,195,,1,2024-08-28,Wednesday,0,#ride08282024 #ride09042024 Fremont,Sunnyvale
,,#drive06072024 Davis to San Jose | 8:20 AM | $35 | 1 seat,196,,0,2024-06-07,Friday,35,#drive06072024 Davis,San Jose
,,#ride06012025 Sacramento to San Francisco $25 leaving 9PM,197,,1,2025-06-01,Sunday,0,#ride06012025 Sacramento,San Francisco
,,#ride06092025 Sunnyvale -> Sac | 10PM | $35 | 1 seat thx,198,,1,2025-06-09,Monday,0,#ride06092025 Sunnyvale,Sacramento
,,#ride08312024 Sac-Oakland | 8:30 PM | $30-35 | 1 seat,199,,1,2024-08-31,Saturday,0,#ride08312024 Sac,Oakland
,,#ride04032025 Berkeley-SF | 6:00 PM | $18 | 1 seat,200,,1,2025-04-03,Thursday,0,#ride04032025 Berkeley,San Francisco
,,#drive01202025 Need a drive San Francisco ➜ Sac. Budget $15 pls,201,,0,2025-01-20,Monday,15,#drive01202025 Need a drive San Francisco,Sacramento
,,#ride02272025 Need a ride San Jose to Sunnyvale. Budget $30,202,,1,2025-02-27,Thursday,0,#ride02272025 Need a ride San Jose,Sunnyvale
,,#drive12122025 San Francisco-Palo Alto | 7:45 PM | $35-43 | 1 seat,203,,0,2025-12-12,Friday,39,#drive12122025 San Francisco,Palo
,,"#drive01122025 DRIVE!! Oakland to Sunnyvale 7:45 PM $22-32
comment below",204,,0,2025-01-12,Sunday,27,#drive01122025 DRIVE!! Oakland,Sunnyvale
,,#ride11202024 RIDE!! Fremont to Oakland 6AM $35,205,,1,2024-11-20,Wednesday,0,#ride11202024 RIDE!! Fremont,Oakland
,,#drive11232025 Need a drive San Francisco-Sacramento. Budget $12,206,,0,2025-11-23,Sunday,12,#drive11232025 Need a drive San Francisco,Sacramento
,,#ride11052024  RIDE!!  from  Palo  Alto  to  San  Jose  6:30  PM  12  dollars,207,,1,2024-11-05,Tuesday,0,Palo Alto,San
,,"#ride12022024 Fremont to San Francisco | 3PM | $25 | 1 seat 🚗
pm me",208,,1,2024-12-02,Monday,0,#ride12022024 Fremont,San Francisco
,,Need a drive San Jose ➜ Berkeley. Budget $30,209,,,,,0,Need a drive San Jose,Berkeley
,,#ride11182024 San Francisco-Davis  leaving 2PM,210,,1,2024-11-18,Monday,0,#ride11182024 San Francisco,Davis
,,#drive12312024 San Jose-Fremont | 9:40 PM |  | 1 seat,211,,0,2024-12-31,Tuesday,0,#drive12312024 San Jose,Fremont
,,#ride06072024  #ride06142024  San  Jose  to  Davis  |  5:00  PM  |  $22  |  1  seat  😊,212,,1,2024-06-07,Friday,0,#ride06072024 #ride06142024 San Jose,Davis
,,from Fremont to San Jose $22 leaving 1:15 PM,213,,,,,0,Fremont,San Jose
,,#drive01042024 Sunnyvale ➜ Oakland | 3PM | $30 | 1 seat,214,,0,2024-01-04,Thursday,30,#drive01042024 Sunnyvale,Oakland
,,#ride10032025 Fremont -> Sunnyvale $10 leaving 4:15 PM,215,,1,2025-10-03,Friday,0,#ride10032025 Fremont,Sunnyvale
,,#ride02122025 Fremont to Sunnyvale | 7AM | $35 | 1 seat pls,216,,1,2025-02-12,Wednesday,0,#ride02122025 Fremont,Sunnyvale
,,"#drive09022025 Sacramento -> Oakland | 5PM | $40-48 | 1 seat pls
comment below",217,,0,2025-09-02,Tuesday,44,#drive09022025 Sacramento,Oakland
,,#ride07082024  Need  a  ride  Fremont  ➜  Davis.  Budget  $20-30  !!,218,,1,2024-07-08,Monday,0,#ride07082024 Need a ride Fremont,Davis
,,#drive10232024 from Davis to Sunnyvale | 10PM | $25-33 | 1 seat,219,,0,2024-10-23,Wednesday,29,Davis,Sunnyvale
,,#ride04092024 from Oakland to San Francisco $40 leaving 8:10 PM 🚗,220,,1,2024-04-09,Tuesday,0,Oakland,San Francisco
,,#drive03092025 from Fremont to Sacramento  leaving 9AM,221,,0,2025-03-09,Sunday,0,Fremont,Sacramento
,,#ride09032024 from Berkeley to Fremont | 9AM |  | 1 seat pls,222,,1,2024-09-03,Tuesday,0,Berkeley,Fremont
,,#ride03032025 Need a ride Sacramento-Oakland. Budget $10,223,,1,2025-03-03,Monday,0,#ride03032025 Need a ride Sacramento,Oakland
,,#ride04192025 from Sacramento to San Francisco $22-27 leaving 10:40 AM pls,224,,1,2025-04-19,Saturday,0,Sacramento,San Francisco
,,#ride08172024 Oakland to PaloA lto | 6:00 PM | $30-40 | 1 seat,225,,1,2024-08-17,Saturday,0,#ride08172024 Oakland,PaloA
,,#drive11162024 Need a drive from Sacramento to Sunnyvale. Budget $18-26,226,,0,2024-11-16,Saturday,22,Sacramento,Sunnyvale
,,#drive07252024 from San Jose to Oakland $10 leaving 10:00 AM,227,,0,2024-07-25,Thursday,10,San Jose,Oakland
,,"#ride02162024 RIDE!! Palo Alto -> Sunnyvale 5PM $20-28
flexible time",228,,1,2024-02-16,Friday,0,#ride02162024 RIDE!! Palo Alto,Sunnyvale
,,#ride08012024  Need  a  ride  Berkeley-Oakland.  Budget  $20  !!,229,,1,2024-08-01,Thursday,0,#ride08012024 Need a ride Berkeley,Oakland
,,"#drive10102024  DRIVE!!  San  Francisco  to  Sac  5:30  PM  $10
pm  me",230,,0,2024-10-10,Thursday,10,#drive10102024 DRIVE!! San Francisco,Sacramento
,,#drive07262025 Berkeley ➜ Fremont  leaving 2:00 PM !!,231,,0,2025-07-26,Saturday,0,#drive07262025 Berkeley,Fremont
,,#drive05232024 DRIVE!! from Fremont to Davis 4PM $25,232,,0,2024-05-23,Thursday,25,Fremont,Davis
,,#drive09272025 DRIVE!! Davis -> SJ 6:10 AM $10 !!,233,,0,2025-09-27,Saturday,10,#drive09272025 DRIVE!! Davis,San Jose
,,#ride08192024 San Francisco ➜ Fremont | 4PM | $18 | 1 seat,234,,1,2024-08-19,Monday,0,#ride08192024 San Francisco,Fremont
,,Fremont ➜ SF | 6AM | $20 | 1 seat thx,235,,,,,0,Fremont,San Francisco
,,#drive10272024 Sacramento ➜ Davis | 10:40 AM | $20 | 1 seat,236,,0,2024-10-27,Sunday,20,#drive10272024 Sacramento,Davis
,,#drive09082024 Need a drive from Fremont to Sacramento. Budget $25,237,,0,2024-09-08,Sunday,25,Fremont,Sacramento
,,#drive06122024 Berkeley ➜ Fremont | 12PM | $18 | 1 seat 😊,238,,0,2024-06-12,Wednesday,18,#drive06122024 Berkeley,Fremont
,,#ride02242024 Need a ride Oakland-Fremont. Budget $10,239,,1,2024-02-24,Saturday,0,#ride02242024 Need a ride Oakland,Fremont
,,#drive01122025 Need a drive Berkeley -> Fremont. Budget,240,,0,2025-01-12,Sunday,0,#drive01122025 Need a drive Berkeley,Fremont
,,#ride12132025 from Sunnyvale to San Jose | 12:15 PM | | 1 seat,241,,1,2025-12-13,Saturday,0,Sunnyvale,San Jose
,,#drive12252024 #drive01012025 Need a drive Fremont-Palo Alto. Budget 10 dollars !!,242,,0,2024-12-25,Wednesday,10,#drive12252024 #drive01012025 Need a drive Fremont,Palo
,,SF to Berkeley | 10:10 AM | $15 | 1 seat,243,,,,,0,San Francisco,Berkeley
,,#drive11272024 Fremont ➜ Sacramento $20 leaving 1PM 🚗,244,,0,2024-11-27,Wednesday,20,#drive11272024 Fremont,Sacramento
,,#ride08142024 San Jose ➜ Oakland | 5:45 PM | $35 | 1 seat,245,,1,2024-08-14,Wednesday,0,#ride08142024 San Jose,Oakland
,,#drive09082025 #drive09102025 Sacramento ➜ Sunnyvale | 5:30 PM | 20 dollars | 1 seat,246,,0,2025-09-08,Monday,20,#drive09082025 #drive09102025 Sacramento,Sunnyvale
,,#drive10282025 Need a drive Oakland-Sunnyvale. Budget $35,247,,0,2025-10-28,Tuesday,35,#drive10282025 Need a drive Oakland,Sunnyvale
,,#ride10292024 RIDE!! San Francisco -> Berkeley 10AM $15,248,,1,2024-10-29,Tuesday,0,#ride10292024 RIDE!! San Francisco,Berkeley
,,#drive02122024 #drive02192024 DRIVE!! Berkeley-Fremont 4PM $12,249,,0,2024-02-12,Monday,12,#drive02122024 #drive02192024 DRIVE!! Berkeley,Fremont
,,#ride05102025  RIDE!!  Sunnyvale  ->  Davis  1:45  PM  $35-40,250,,1,2025-05-10,Saturday,0,#ride05102025 RIDE!! Sunnyvale,Davis
,,"San Jose -> Fremont | 6:40 AM | $20 | 1 seat
anyone?",251,,,,,0,San Jose,Fremont
,,#drive09152024 #drive09162024 DRIVE!! San Jose ➜ Berkeley 7:50 PM $22,252,,0,2024-09-15,Sunday,22,#drive09152024 #drive09162024 DRIVE!! San Jose,Berkeley
,,#ride07292025 RIDE!! Berkeley ➜ San Jose 8AM $20 🚗,253,,1,2025-07-29,Tuesday,0,#ride07292025 RIDE!! Berkeley,San Jose
,,#ride11152024 Fremont-Sacramento | 9PM | $30-35 | 1 seat,254,,1,2024-11-15,Friday,0,#ride11152024 Fremont,Sacramento
,,Sunnyvale  to  San  Francisco  $10  leaving  1:40  PM,255,,,,,0,Sunnyvale,San
,,#ride12122024 Sunnyvale to San Jose $10-20 leaving 3PM,256,,1,2024-12-12,Thursday,0,#ride12122024 Sunnyvale,San Jose
,,#ride06032024 Need a ride San Jose -> Oakland. Budget $30,257,,1,2024-06-03,Monday,0,#ride06032024 Need a ride San Jose,Oakland
,,#ride12302025  #ride12312025 Need a ride Sac-Sunnyvale. Budget $15 thx,258,,1,2025-12-30,Tuesday,0,#ride12302025 #ride12312025 Need a ride Sac,Sunnyvale
,,#ride11222025 Oakland ➜ Sunnyvale | 9:45 A M| $35 | 1 seat,259,,1,2025-11-22,Saturday,0,#ride11222025 Oakland,Sunnyvale
,,#ride11012025  Need  a  ride  Sacramento  ➜  Fremont.  Budget  $15,260,,1,2025-11-01,Saturday,0,#ride11012025 Need a ride Sacramento,Fremont
,,#drive04225024 Need a drive from Sacramento to Berkeley. Budget $22,261,,0,5024-04-22,Thursday,22,Sacramento,Berkeley
,,#drive04162024  DRIVE!!  San  Francisco  ->  Berkeley  8AM  $12-17,262,,0,2024-04-16,Tuesday,14,#drive04162024 DRIVE!! San Francisco,Berkeley
,,#drive04012025 #drive04032025 Need a drive Berkeley ➜ Fremont. Budget 40 dollars pls,263,,0,2025-04-01,Tuesday,40,#drive04012025 #drive04032025 Need a drive Berkeley,Fremont
,,#drive05142025 Sacramento ➜ Davis $20 leaving 10AM,264,,0,2025-05-14,Wednesday,20,#drive05142025 Sacramento,Davis
,,#drive12312024 Berkeley-Fremont | 8:10 AM | $30-38 | 1 seat pls,265,,0,2024-12-31,Tuesday,34,#drive12312024 Berkeley,Fremont
,,#drive11092025 DRIVE!! from Sac to San Francisco 4PM 20 dollars,266,,0,2025-11-09,Sunday,20,Sacramento,San Francisco
,,#ride01232025  from  Sacramento  to  Oakland    leaving  1PM,267,,1,2025-01-23,Thursday,0,Sacramento,Oakland
,,#ride01212025  Berkeley-Sunnyvale  |  2:50  PM  |  $10  |  1  seat,268,,1,2025-01-21,Tuesday,0,#ride01212025 Berkeley,Sunnyvale
,,Need a ride Palo Alto to San Jose. Budget $10,269,,,,,0,Need a ride Palo Alto,San Jose
,,#drive08282025 #drive08292025 DRIVE!! Oakland-San Francisco 8:40 AM $40 pls,270,,0,2025-08-28,Thursday,40,#drive08282025 #drive08292025 DRIVE!! Oakland,San Francisco
,,"#ride05062025 Davis -> Palo Alto | 6PM | $22 | 1 seat pls
anyone?",271,,1,2025-05-06,Tuesday,0,#ride05062025 Davis,Palo
,,#drive07012024 DRIVE!! Davis ➜ Palo Alto 12PM 30 dollars,272,,0,2024-07-01,Monday,30,#drive07012024 DRIVE!! Davis,Palo
,,#drive12032025 Need a drive Davis-San Francisco. Budget $10,273,,0,2025-12-03,Wednesday,10,#drive12032025 Need a drive Davis,San Francisco
,,#drive10292024 Palo Alto ➜ Sacramento | 9:40 AM | | 1 seat,274,,0,2024-10-29,Tuesday,0,#drive10292024 Palo Alto,Sacramento
,,#ride11162025 Sunnyvale-Berkeley | 2:20 PM | $20 | 1 seat,275,,1,2025-11-16,Sunday,0,#ride11162025 Sunnyvale,Berkeley
,,San  Jose  ➜  Sacramento  |  9AM  |  20  dollars  |  1  seat  thx,276,,,,,0,San Jose,Sacramento
,,#drive09262024 Davis-Oakland | 4:30 PM | 15 dollars | 1 seat,277,,0,2024-09-26,Thursday,15,#drive09262024 Davis,Oakland
,,"#ride06252024 Need a ride Plao Alto to Fremont. Budget $15
flexible time",278,,1,2024-06-25,Tuesday,0,#ride06252024 Need a ride Plao Alto,Fremont
,,Fremont  ->  Berkeley  $25  leaving  4:30  PM,279,,,,,0,Fremont,Berkeley
,,"#drive05122024 DRIVE!! from Palo Alt oto Sacramento 4PM $12
flexible time",280,,0,2024-05-12,Sunday,12,,
,,Davis ➜ San Jose | 4:10 PM | $22 | 1 seat,281,,,,,0,Davis,San Jose
,,#ride02252024 from Davis to Sunnyvale | 4:30 PM | $18 | 1 seat,282,,1,2024-02-25,Sunday,0,Davis,Sunnyvale
,,Berkeley ➜ Davis $10 leaving 10:30 AM,283,,,,,0,Berkeley,Davis
,,#drive07312024 DRIVE!! Palo Alto -> Berkeley 4PM $35,284,,0,2024-07-31,Wednesday,35,#drive07312024 DRIVE!! Palo Alto,Berkeley
,,#drive08062025 DRIVE!! San Francisco to Berkeley 12PM $30,285,,0,2025-08-06,Wednesday,30,#drive08062025 DRIVE!! San Francisco,Berkeley
,,#drive03122025 Need a drive Sunnyvale ➜ Sacramento. Budget 35 dollars,286,,0,2025-03-12,Wednesday,35,#drive03122025 Need a drive Sunnyvale,Sacramento
,,#drive10242025  Sunnyvale  ➜  Sacramento  $12  leaving  6AM,287,,0,2025-10-24,Friday,12,#drive10242025 Sunnyvale,Sacramento
,,#drive12062025 Sunnyvale ➜ Berekley | 6:15 AM | $25 | 1 seat 😊,288,,0,2025-12-06,Saturday,25,#drive12062025 Sunnyvale,Berekley
,,#drive05092024 Need a drive Sacramento-SJ. Budget $10,289,,0,2024-05-09,Thursday,10,#drive05092024 Need a drive Sacramento,San Jose
,,#drive11102024  Palo  Alto  ->  Sacramento  |  8AM  |  $18-23  |  1  seat,290,,0,2024-11-10,Sunday,20,#drive11102024 Palo Alto,Sacramento
,,#ride10112024 Sacramento to Sunnyvale | 9PM | $10 | 1 seat,291,,1,2024-10-11,Friday,0,#ride10112024 Sacramento,Sunnyvale
,,#drive07232025 from Berkeley to Palo Alto $12 leaving 10:45 AM 🚗,292,,0,2025-07-23,Wednesday,12,Berkeley,Palo
,,"#drive02142024 Sunnyvale ➜ San Francisco  leaving 12PM
pm me",293,,0,2024-02-14,Wednesday,0,#drive02142024 Sunnyvale,San Francisco
,,#ride02212024 RIDE!! Palo Alto-San Jose 6:45 AM,294,,1,2024-02-21,Wednesday,0,#ride02212024 RIDE!! Palo Alto,San Jose
,,#ride12032024 Davis ➜ San Jose $40 leaving 9:45 AM,295,,1,2024-12-03,Tuesday,0,#ride12032024 Davis,San Jose
,,#ride09022025 RIDE!! Palo Alto to San Francisco 2:00 PM 🚗,296,,1,2025-09-02,Tuesday,0,#ride09022025 RIDE!! Palo Alto,San Francisco
,,#drive03262025 Davis -> Sunnyvale | 4:00 PM | $30 | 1 seat thx,297,,0,2025-03-26,Wednesday,30,#drive03262025 Davis,Sunnyvale
,,#ride04202024 Palo Alto-Sacramento $15 leaving 2:30 PM,298,,1,2024-04-20,Saturday,0,#ride04202024 Palo Alto,Sacramento
,,DRIVE!! San Francisco-Fremont 9AM $30,299,,,,,0,DRIVE!! San Francisco,Fremont
,,#ride07252024 RIDE!! from Fremont to Sacramento 8:00 AM $40-48 pls,300,,1,2024-07-25,Thursday,0,Fremont,Sacramento
,,#ride08012024  #ride08082024  Berkeley  to  San  Francisco  $35  leaving  5:15  PM,301,,1,2024-08-01,Thursday,0,#ride08012024 #ride08082024 Berkeley,San
,,#drive07302024 from Sac to San Jose | 6:00 AM |  | 1 seat 😊,302,,0,2024-07-30,Tuesday,0,Sacramento,San Jose
,,#drive10172025 Fremont -> Sacramento | 9:30 PM | $35 | 1 seat 😊,303,,0,2025-10-17,Friday,35,#drive10172025 Fremont,Sacramento
,,"#drive09052024 DRIVE!! Davis to Oakland 8:30 PM $15
pm me",304,,0,2024-09-05,Thursday,15,#drive09052024 DRIVE!! Davis,Oakland
,,#ride02072025 #ride02082025 RIDE!! from Fremont to Palo Alto 9AM $30,305,,1,2025-02-07,Friday,0,Fremont,Palo
,,#ride03212024 from Davis to San Jose 15 dollars leaving 2PM,306,,1,2024-03-21,Thursday,0,Davis,San Jose
,,#drive10172024 Berkeley to Palo Alto  leaving 9:00 AM,307,,0,2024-10-17,Thursday,0,#drive10172024 Berkeley,Palo
,,#drive06272024 DRIVE!! Berkeley ➜ Oakland 9AM $20 thx,308,,0,2024-06-27,Thursday,20,#drive06272024 DRIVE!! Berkeley,Oakland
,,#drive09182025 Davis -> Sunnyvale  leaving 1PM,309,,0,2025-09-18,Thursday,0,#drive09182025 Davis,Sunnyvale
,,"#drive01262025 Need a drive San Francisco to Berkeley. Budget 18 dollars pls
flexible time",310,,0,2025-01-26,Sunday,18,#drive01262025 Need a drive San Francisco,Berkeley
,,#drive03212024 Need a drive from Sacramento to Davis. Budget $10-15 😊,311,,0,2024-03-21,Thursday,12,Sacramento,Davis
,,#drive05262024 Sunnyvale -> Davis leaving 4:50 PM,312,,0,2024-05-26,Sunday,0,#drive05262024 Sunnyvale,Davis
,,#drive11142025  from  San  Francisco  to  Berkeley  $10-15  leaving  5PM,313,,0,2025-11-14,Friday,12,San Francisco,Berkeley
,,DRIVE!!  Palo  Alto-San  Jose  6:50  PM  $35,314,,,,,0,DRIVE!! Palo Alto,San
,,#ride11102025 #ride11112025 RIDE!! Berkeley-Fremont 9:40 AM $20-30,315,,1,2025-11-10,Monday,0,#ride11102025 #ride11112025 RIDE!! Berkeley,Fremont
,,#ride10162025 Need a ride San Francisco -> Sunnyvale. Budget,316,,1,2025-10-16,Thursday,0,#ride10162025 Need a ride San Francisco,Sunnyvale
,,#ride10012024 Fremont -> Davis  leaving 6PM,317,,1,2024-10-01,Tuesday,0,#ride10012024 Fremont,Davis
,,#drive08312025 Davis-Berkeley $35 leavnig 12:45 PM,318,,0,2025-08-31,Sunday,35,#drive08312025 Davis,Berkeley
,,#ride09192025 RIDE!! Sunnyvale ➜ San Jose 12PM $40-48,319,,1,2025-09-19,Friday,0,#ride09192025 RIDE!! Sunnyvale,San Jose
,,#ride10192025 Palo Alto-Davis | 6:15 AM | $35 | 1 seat thx,320,,1,2025-10-19,Sunday,0,#ride10192025 Palo Alto,Davis
,,#drive10032025 from Davis to Oakland $25 leaving 10PM,321,,0,2025-10-03,Friday,25,Davis,Oakland
,,d#rive08242024 Fremont to Oakland $12 leaving 9AM pls,322,,,,,0,d #rive08242024 Fremont,Oakland
,,#ride05242025 Need a ride Palo Alto to Berkeley. Budget $25,323,,1,2025-05-24,Saturday,0,#ride05242025 Need a ride Palo Alto,Berkeley
,,#drive12192025 Sacramento -> Fremont | 7AM |  | 1 seat,324,,0,2025-12-19,Friday,0,#drive12192025 Sacramento,Fremont
,,#ride04102024  Palo  Alto  to  Sacramento  $30  leaving  1PM  😊,325,,1,2024-04-10,Wednesday,0,#ride04102024 Palo Alto,Sacramento
,,#drive12262024 Berkeley -> San Francisco | 9:50 AM | $35 | 1 seat,326,,0,2024-12-26,Thursday,35,#drive12262024 Berkeley,San Francisco
,,#drive05252025 DRIVE!! Fremont-Sunnyvale 8:50 AM $25-30,327,,0,2025-05-25,Sunday,28,#drive05252025 DRIVE!! Fremont,Sunnyvale
,,#ride09232025 from Fremont to Palo Alto  leaving 9:45 AM,328,,1,2025-09-23,Tuesday,0,Fremont,Palo
,,#drive02142025 Need a drive Davis -> Oakland. Budget $10,329,,0,2025-02-14,Friday,10,#drive02142025 Need a drive Davis,Oakland
,,#ride11162025 Need a ride Palo Alto-Sacramento. Budget $20 anyone?,330,,1,2025-11-16,Sunday,0,#ride11162025 Need a ride Palo Alto,Sacramento
,,#drive07102024 Need a drive SJ-Sunnyvale. Budget $35,331,,0,2024-07-10,Wednesday,35,#drive07102024 Need a drive SJ,Sunnyvale
,,#ride03152024 RIDE!! Palo Alto-Sunnyvale 1:30 PM 😊,332,,1,2024-03-15,Friday,0,#ride03152024 RIDE!! Palo Alto,Sunnyvale
,,#ride05072024 Berkeley to Davis  leaving 10PM,333,,1,2024-05-07,Tuesday,0,#ride05072024 Berkeley,Davis
,,Need  a  ride  Sunnyvale  to  Davis.  Budget  $40,334,,,,,0,Need a ride Sunnyvale,Davis
,,#drive05262024 Need a drive Davis ➜ Sacramento. Budget,335,,0,2024-05-26,Sunday,0,#drive05262024 Need a drive Davis,Sacramento
,,#ride12272024  from  San  Jose  to  Berkeley  |  6PM  |  $10-15  |  1  seat,336,,1,2024-12-27,Friday,0,San Jose,Berkeley
,,#drive02232024  Berkeley  to  San  Francisco  $10  leaving  10:30  PM,337,,0,2024-02-23,Friday,10,#drive02232024 Berkeley,San
,,#drive01262025 Need a drive Davis to San Francisco. Budget $12-17,338,,0,2025-01-26,Sunday,14,#drive01262025 Need a drive Davis,San Francisco
,,#ride07012025 Sacramento-Sunnyvale $30 leaving 11:50 AM,339,,1,2025-07-01,Tuesday,0,#ride07012025 Sacramento,Sunnyvale
,,#ride07092025 #ride07122025 Sacramento to Palo Alto $25 leaving 9AM,340,,1,2025-07-09,Wednesday,0,#ride07092025 #ride07122025 Sacramento,Palo
,,#drive04242024 Davis ➜ Oakland  leaving 7:45 AM !!,341,,0,2024-04-24,Wednesday,0,#drive04242024 Davis,Oakland
,,#drive01302024 DRIVE!! from Sunnyvale to Sacramento 3PM $22,342,,0,2024-01-30,Tuesday,22,Sunnyvale,Sacramento
,,#drive02252025 from Berkeley to Sacramento | 8:15 PM | $40-50 | 1 seat,343,,0,2025-02-25,Tuesday,45,Berkeley,Sacramento
,,#ride08112024 Davis -> Oakland $30 leaving 3PM,344,,1,2024-08-11,Sunday,0,#ride08112024 Davis,Oakland
,,#drive05222025 DRIVE!! Berkeley -> San Jose 10:10 PM $10 pls,345,,0,2025-05-22,Thursday,10,#drive05222025 DRIVE!! Berkeley,San Jose
,,#ride01162024 Sunnyvale to Sacramento $35 leaving 9AM,346,,1,2024-01-16,Tuesday,0,#ride01162024 Sunnyvale,Sacramento
,,#drive02126025  San  Jose  ->  Oakland  |  5PM  |  $20  |  1  seat  !!,347,,0,6025-02-12,Wednesday,20,#drive02126025 San Jose,Oakland
,,"#ride01272025 RIDE!! San Jose -> Sunnyvale 5PM 40 dollars
pm me",348,,1,2025-01-27,Monday,0,#ride01272025 RIDE!! San Jose,Sunnyvale
,,#drive08282025 from Fremont to Berkeley | 7PM | $25 | 1 seat thx,349,,0,2025-08-28,Thursday,25,Fremont,Berkeley
,,#drive04162025 Need a drive from Palo Alto to Davis. Budget $35 flexible time,350,,0,2025-04-16,Wednesday,35,Palo Alto,Davis
,,#ride08292024 Oakland -> Fremont $12 leaving 1:10 PM,351,,1,2024-08-29,Thursday,0,#ride08292024 Oakland,Fremont
,,DRIVE!! Palo Alto ➜ Oakland 2PM $12,352,,,,,0,DRIVE!! Palo Alto,Oakland
,,#drive08292024 DRIVE!! Oakland -> Sacramento 7PM $15,353,,0,2024-08-29,Thursday,15,#drive08292024 DRIVE!! Oakland,Sacramento
,,#ride09252024 Sacramento to Sunnyvale | 01:20 PM | 10 dollars | 1 seat,354,,1,2024-09-25,Wednesday,0,#ride09252024 Sacramento,Sunnyvale
,,#ride10222024 Davis -> San Francisco 20 dollars laeving 8PM,355,,1,2024-10-22,Tuesday,0,#ride10222024 Davis,San Francisco
,,#drive10052024 DRIVE!! Palo Alto-San Jose 9AM 10 dollars,356,,0,2024-10-05,Saturday,10,#drive10052024 DRIVE!! Palo Alto,San Jose
,,#ride12132024 Need a ride Oakland to San Jose. Budget $35,357,,1,2024-12-13,Friday,0,#ride12132024 Need a ride Oakland,San Jose
,,"#ride05042025 Berkeley-San Jose $12-22 leaving 1:45 PM
comment below",358,,1,2025-05-04,Sunday,0,#ride05042025 Berkeley,San Jose
,,#drive01262024  DRIV!E!  Davis  ->  Palo  Alto  6PM,359,,0,2024-01-26,Friday,0,#drive01262024 DRIV!E! Davis,Palo
,,#ride08202024  SJ  ->  Sacramento  $35  leaving  2PM,360,,1,2024-08-20,Tuesday,0,#ride08202024 SJ,Sacramento
